record_id,employee_id,event_id,date,due_date,status,completion_pct,score,feedback_rating,assigned_by
R000402,E0047,EV_011,2025-02-04,,dropped,15,,,self
R000403,E0100,EV_023,2025-02-04,,dropped,90,,,manager
R000404,E0046,EV_037,2025-02-06,,completed,100,,5,self
R000405,E0085,EV_040,2025-02-06,,completed,100,,4,self
R000406,E0106,EV_040,2025-02-06,,no_show,0,,,self
R000407,E0008,EV_038,2025-02-07,,completed,100,64,4,self
R000408,E0148,EV_038,2025-02-07,,completed,100,87,,hr
R000409,E0186,EV_006,2025-02-07,,completed,100,,,self
R000410,E0144,EV_039,2025-02-10,,completed,100,,,self
R000411,E0154,EV_036,2025-02-10,,completed,100,,5,self
R000412,E0071,EV_037,2025-02-11,,completed,100,,2,manager
R000413,E0186,EV_019,2025-02-11,,completed,100,,5,manager
R000414,E0021,EV_039,2025-02-12,,completed,100,,4,self
R000415,E0140,EV_040,2025-02-12,,completed,100,,2,manager
R000416,E0035,EV_039,2025-02-14,,completed,100,,,self
R000417,E0065,EV_009,2025-02-14,,declined,0,,,manager
R000418,E0181,EV_004,2025-02-14,2025-02-26,completed,100,,5,hr
R000419,E0005,EV_037,2025-02-17,,declined,0,,,manager
R000420,E0066,EV_018,2025-02-17,,completed,100,92,4,manager
R000421,E0071,EV_040,2025-02-17,,completed,100,,4,manager
R000422,E0113,EV_001,2025-02-17,2025-03-19,completed,100,91,,hr
R000423,E0113,EV_002,2025-02-17,2025-03-19,completed,100,92,,hr
R000424,E0113,EV_003,2025-02-17,2025-03-19,completed,100,91,,hr
R000425,E0115,EV_001,2025-02-17,2025-03-19,completed,100,85,,hr
R000426,E0115,EV_002,2025-02-17,2025-03-19,completed,100,81,,hr
R000427,E0115,EV_003,2025-02-17,2025-03-19,completed,100,96,,hr
R000428,E0176,EV_026,2025-02-17,,completed,100,,5,self
R000429,E0047,EV_006,2025-02-18,,dropped,15,,3,self
R000430,E0160,EV_040,2025-02-18,,completed,100,,5,self
R000431,E0186,EV_005,2025-02-18,,no_show,0,,,manager
R000432,E0081,EV_034,2025-02-19,,no_show,0,,,manager
R000433,E0153,EV_039,2025-02-19,,completed,100,,5,hr
R000434,E0025,EV_008,2025-02-20,,completed,100,,,hr
R000435,E0124,EV_001,2025-02-20,2025-03-22,completed,100,83,,hr
R000436,E0124,EV_002,2025-02-20,2025-03-22,completed,100,98,,hr
R000437,E0124,EV_003,2025-02-20,2025-03-22,completed,100,91,,hr
R000438,E0137,EV_001,2025-02-20,2025-03-22,completed,100,99,,hr
R000439,E0137,EV_002,2025-02-20,2025-03-22,completed,100,84,,hr
R000440,E0137,EV_003,2025-02-20,2025-03-22,completed,100,77,,hr
R000441,E0171,EV_011,2025-02-20,,completed,100,,5,manager
R000442,E0050,EV_037,2025-02-21,,completed,100,,5,manager
R000443,E0051,EV_032,2025-02-21,,completed,100,,3,self
R000444,E0112,EV_039,2025-02-21,,completed,100,,4,self
R000445,E0133,EV_008,2025-02-21,,completed,100,,5,self
R000446,E0184,EV_010,2025-02-21,,declined,0,,,manager
R000447,E0185,EV_008,2025-02-21,,completed,100,,4,manager
R000448,E0050,EV_009,2025-02-24,,completed,100,67,4,self
R000449,E0055,EV_036,2025-02-24,,no_show,0,,,hr
R000450,E0083,EV_004,2025-02-24,2025-03-01,completed,100,,,hr
R000451,E0116,EV_001,2025-02-24,2025-03-26,completed,100,76,,hr
R000452,E0116,EV_002,2025-02-24,2025-03-26,completed,100,76,,hr
R000453,E0116,EV_003,2025-02-24,2025-03-26,completed,100,96,,hr
R000454,E0166,EV_001,2025-02-24,2025-03-26,completed,100,87,,hr
R000455,E0166,EV_002,2025-02-24,2025-03-26,completed,100,90,,hr
R000456,E0166,EV_003,2025-02-24,2025-03-26,completed,100,71,,hr
R000457,E0199,EV_025,2025-02-24,,completed,100,94,,manager
R000458,E0095,EV_031,2025-02-26,,declined,0,,,manager
R000459,E0116,EV_004,2025-02-26,2025-03-22,completed,100,,5,hr
R000460,E0181,EV_027,2025-02-26,,no_show,0,,,self
R000461,E0003,EV_040,2025-02-27,,completed,100,,4,self
R000462,E0059,EV_037,2025-02-27,,dropped,85,,1,manager
R000463,E0064,EV_038,2025-02-27,,dropped,40,,,self
R000464,E0026,EV_036,2025-02-28,,completed,100,,,self
R000465,E0079,EV_034,2025-02-28,,completed,100,,5,self
R000466,E0102,EV_016,2025-02-28,,completed,100,,5,self
R000467,E0002,EV_002,2025-03-03,2025-04-02,completed,100,93,,hr
R000468,E0003,EV_002,2025-03-03,2025-04-02,completed,100,83,,hr
R000469,E0004,EV_002,2025-03-03,2025-04-02,completed,100,72,,hr
R000470,E0005,EV_002,2025-03-03,2025-04-02,completed,100,92,,hr
R000471,E0006,EV_002,2025-03-03,2025-04-02,completed,100,90,,hr
R000472,E0007,EV_002,2025-03-03,2025-04-02,completed,100,82,,hr
R000473,E0010,EV_002,2025-03-03,2025-04-02,completed,100,100,,hr
R000474,E0011,EV_002,2025-03-03,2025-04-02,completed,100,77,,hr
R000475,E0012,EV_002,2025-03-03,2025-04-02,completed,100,82,,hr
R000476,E0013,EV_002,2025-03-03,2025-04-02,completed,100,76,,hr
R000477,E0014,EV_002,2025-03-03,2025-04-02,completed,100,84,,hr
R000478,E0015,EV_002,2025-03-03,2025-04-02,completed,100,88,,hr
R000479,E0017,EV_002,2025-03-03,2025-04-02,completed,100,100,,hr
R000480,E0018,EV_002,2025-03-03,2025-04-02,completed,100,91,,hr
R000481,E0020,EV_002,2025-03-03,2025-04-02,completed,100,97,,hr
R000482,E0021,EV_002,2025-03-03,2025-04-02,completed,100,75,,hr
R000483,E0025,EV_002,2025-03-03,2025-04-02,completed,100,75,,hr
R000484,E0026,EV_002,2025-03-03,2025-04-02,completed,100,82,,hr
R000485,E0028,EV_002,2025-03-03,2025-04-02,completed,100,71,,hr
R000486,E0032,EV_002,2025-03-03,2025-04-02,completed,100,81,,hr
R000487,E0035,EV_002,2025-03-03,2025-04-02,completed,100,81,,hr
R000488,E0038,EV_002,2025-03-03,2025-04-02,completed,100,100,,hr
R000489,E0039,EV_002,2025-03-03,2025-04-02,completed,100,94,,hr
R000490,E0041,EV_002,2025-03-03,2025-04-02,completed,100,80,,hr
R000491,E0042,EV_002,2025-03-03,2025-04-02,completed,100,70,,hr
R000492,E0043,EV_002,2025-03-03,2025-04-02,completed,100,77,,hr
R000493,E0044,EV_002,2025-03-03,2025-04-02,completed,100,90,,hr
R000494,E0046,EV_002,2025-03-03,2025-04-02,completed,100,96,,hr
R000495,E0047,EV_002,2025-03-03,2025-04-02,completed,100,100,,hr
R000496,E0050,EV_002,2025-03-03,2025-04-02,completed,100,72,,hr
R000497,E0051,EV_002,2025-03-03,2025-04-02,completed,100,85,,hr
R000498,E0053,EV_002,2025-03-03,2025-04-02,completed,100,98,,hr
R000499,E0054,EV_002,2025-03-03,2025-04-02,completed,100,97,,hr
R000500,E0055,EV_002,2025-03-03,2025-04-02,completed,100,83,,hr
R000501,E0056,EV_002,2025-03-03,2025-04-02,completed,100,86,,hr
R000502,E0057,EV_002,2025-03-03,2025-04-02,completed,100,73,,hr
R000503,E0059,EV_002,2025-03-03,2025-04-02,completed,100,70,,hr
R000504,E0060,EV_002,2025-03-03,2025-04-02,completed,100,84,,hr
R000505,E0061,EV_002,2025-03-03,2025-04-02,completed,100,82,,hr
R000506,E0062,EV_002,2025-03-03,2025-04-02,completed,100,76,,hr
R000507,E0063,EV_002,2025-03-03,2025-04-02,completed,100,84,,hr
R000508,E0064,EV_002,2025-03-03,2025-04-02,completed,100,99,,hr
R000509,E0065,EV_002,2025-03-03,2025-04-02,completed,100,87,,hr
R000510,E0066,EV_002,2025-03-03,2025-04-02,completed,100,95,,hr
R000511,E0067,EV_002,2025-03-03,2025-04-02,completed,100,76,,hr
R000512,E0069,EV_002,2025-03-03,2025-04-02,completed,100,93,,hr
R000513,E0070,EV_002,2025-03-03,2025-04-02,completed,100,86,,hr
R000514,E0071,EV_002,2025-03-03,2025-04-02,completed,100,82,,hr
R000515,E0072,EV_002,2025-03-03,2025-04-02,completed,100,85,,hr
R000516,E0073,EV_002,2025-03-03,2025-04-02,completed,100,85,,hr
R000517,E0074,EV_002,2025-03-03,2025-04-02,completed,100,82,,hr
R000518,E0075,EV_002,2025-03-03,2025-04-02,completed,100,82,,hr
R000519,E0079,EV_002,2025-03-03,2025-04-02,completed,100,80,,hr
R000520,E0080,EV_002,2025-03-03,2025-04-02,completed,100,87,,hr
R000521,E0081,EV_002,2025-03-03,2025-04-02,completed,100,81,,hr
R000522,E0085,EV_002,2025-03-03,2025-04-02,completed,100,75,,hr
R000523,E0088,EV_002,2025-03-03,2025-04-02,completed,100,93,,hr
R000524,E0091,EV_002,2025-03-03,2025-04-02,completed,100,90,,hr
R000525,E0091,EV_037,2025-03-03,,completed,100,,,self
R000526,E0092,EV_002,2025-03-03,2025-04-02,completed,100,100,,hr
R000527,E0093,EV_002,2025-03-03,2025-04-02,completed,100,72,,hr
R000528,E0094,EV_002,2025-03-03,2025-04-02,completed,100,82,,hr
R000529,E0095,EV_002,2025-03-03,2025-04-02,completed,100,76,,hr
R000530,E0097,EV_002,2025-03-03,2025-04-02,completed,100,98,,hr
R000531,E0098,EV_002,2025-03-03,2025-04-02,completed,100,74,,hr
R000532,E0099,EV_002,2025-03-03,2025-04-02,completed,100,96,,hr
R000533,E0102,EV_002,2025-03-03,2025-04-02,completed,100,100,,hr
R000534,E0103,EV_002,2025-03-03,2025-04-02,completed,100,73,,hr
R000535,E0105,EV_002,2025-03-03,2025-04-02,completed,100,87,,hr
R000536,E0106,EV_002,2025-03-03,2025-04-02,completed,100,73,,hr
R000537,E0107,EV_002,2025-03-03,2025-04-02,completed,100,96,,hr
R000538,E0108,EV_002,2025-03-03,2025-04-02,completed,100,85,,hr
R000539,E0109,EV_002,2025-03-03,2025-04-02,completed,100,91,,hr
R000540,E0111,EV_002,2025-03-03,2025-04-02,completed,100,76,,hr
R000541,E0112,EV_002,2025-03-03,2025-04-02,completed,100,87,,hr
R000542,E0115,EV_004,2025-03-03,2025-03-14,completed,100,,4,hr
R000543,E0118,EV_002,2025-03-03,2025-04-02,completed,100,70,,hr
R000544,E0120,EV_002,2025-03-03,2025-04-02,completed,100,84,,hr
R000545,E0122,EV_002,2025-03-03,2025-04-02,completed,100,91,,hr
R000546,E0123,EV_002,2025-03-03,2025-04-02,completed,100,93,,hr
R000547,E0127,EV_002,2025-03-03,2025-04-02,completed,100,78,,hr
R000548,E0128,EV_002,2025-03-03,2025-04-02,completed,100,73,,hr
R000549,E0131,EV_002,2025-03-03,2025-04-02,completed,100,79,,hr
R000550,E0132,EV_002,2025-03-03,2025-04-02,completed,100,77,,hr
R000551,E0133,EV_002,2025-03-03,2025-04-02,completed,100,96,,hr
R000552,E0134,EV_002,2025-03-03,2025-04-02,completed,100,70,,hr
R000553,E0136,EV_002,2025-03-03,2025-04-02,completed,100,92,,hr
R000554,E0138,EV_002,2025-03-03,2025-04-02,completed,100,83,,hr
R000555,E0140,EV_002,2025-03-03,2025-04-02,completed,100,71,,hr
R000556,E0143,EV_002,2025-03-03,2025-04-02,completed,100,83,,hr
R000557,E0144,EV_002,2025-03-03,2025-04-02,completed,100,81,,hr
R000558,E0145,EV_002,2025-03-03,2025-04-02,completed,100,100,,hr
R000559,E0147,EV_002,2025-03-03,2025-04-02,completed,100,91,,hr
R000560,E0148,EV_002,2025-03-03,2025-04-02,completed,100,86,,hr
R000561,E0149,EV_002,2025-03-03,2025-04-02,completed,100,90,,hr
R000562,E0150,EV_002,2025-03-03,2025-04-02,completed,100,94,,hr
R000563,E0153,EV_002,2025-03-03,2025-04-02,completed,100,86,,hr
R000564,E0154,EV_002,2025-03-03,2025-04-02,completed,100,97,,hr
R000565,E0155,EV_002,2025-03-03,2025-04-02,completed,100,90,,hr
R000566,E0158,EV_002,2025-03-03,2025-04-02,completed,100,76,,hr
R000567,E0161,EV_002,2025-03-03,2025-04-02,completed,100,75,,hr
R000568,E0162,EV_002,2025-03-03,2025-04-02,completed,100,87,,hr
R000569,E0162,EV_023,2025-03-03,,completed,100,,4,self
R000570,E0163,EV_002,2025-03-03,2025-04-02,completed,100,72,,hr
R000571,E0164,EV_002,2025-03-03,2025-04-02,completed,100,80,,hr
R000572,E0165,EV_002,2025-03-03,2025-04-02,completed,100,90,,hr
R000573,E0168,EV_002,2025-03-03,2025-04-02,completed,100,83,,hr
R000574,E0169,EV_002,2025-03-03,2025-04-02,completed,100,74,,hr
R000575,E0172,EV_002,2025-03-03,2025-04-02,completed,100,70,,hr
R000576,E0173,EV_002,2025-03-03,2025-04-02,completed,100,91,,hr
R000577,E0175,EV_002,2025-03-03,2025-04-02,completed,100,82,,hr
R000578,E0176,EV_002,2025-03-03,2025-04-02,completed,100,83,,hr
R000579,E0177,EV_002,2025-03-03,2025-04-02,completed,100,95,,hr
R000580,E0179,EV_002,2025-03-03,2025-04-02,completed,100,100,,hr
R000581,E0180,EV_002,2025-03-03,2025-04-02,completed,100,91,,hr
R000582,E0182,EV_002,2025-03-03,2025-04-02,completed,100,93,,hr
R000583,E0185,EV_002,2025-03-03,2025-04-02,completed,100,92,,hr
R000584,E0186,EV_002,2025-03-03,2025-04-02,completed,100,70,,hr
R000585,E0187,EV_002,2025-03-03,2025-04-02,completed,100,93,,hr
R000586,E0189,EV_002,2025-03-03,2025-04-02,completed,100,78,,hr
R000587,E0190,EV_002,2025-03-03,2025-04-02,completed,100,76,,hr
R000588,E0191,EV_002,2025-03-03,2025-04-02,completed,100,74,,hr
R000589,E0193,EV_002,2025-03-03,2025-04-02,completed,100,80,,hr
R000590,E0194,EV_002,2025-03-03,2025-04-02,completed,100,95,,hr
R000591,E0196,EV_001,2025-03-03,2025-04-02,completed,100,79,,hr
R000592,E0196,EV_002,2025-03-03,2025-04-02,completed,100,82,,hr
R000593,E0196,EV_003,2025-03-03,2025-04-02,completed,100,99,,hr
R000594,E0197,EV_002,2025-03-03,2025-04-02,completed,100,87,,hr
R000595,E0198,EV_002,2025-03-03,2025-04-02,completed,100,74,,hr
R000596,E0199,EV_002,2025-03-03,2025-04-02,completed,100,83,,hr
R000597,E0005,EV_011,2025-03-04,,completed,100,,3,self
R000598,E0013,EV_007,2025-03-04,,completed,100,,,manager
R000599,E0041,EV_026,2025-03-04,,completed,100,,4,manager
R000600,E0065,EV_018,2025-03-04,,completed,100,88,,self
R000601,E0070,EV_034,2025-03-04,,completed,100,,,manager
R000602,E0165,EV_026,2025-03-04,,completed,100,,4,hr
R000603,E0199,EV_020,2025-03-04,,completed,100,74,,manager
R000604,E0005,EV_012,2025-03-05,,dropped,75,,,self
R000605,E0008,EV_040,2025-03-05,,no_show,0,,,manager
R000606,E0012,EV_039,2025-03-05,,completed,100,,,hr
R000607,E0102,EV_015,2025-03-05,,completed,100,74,4,self
R000608,E0127,EV_037,2025-03-05,,no_show,0,,,manager
R000609,E0158,EV_034,2025-03-05,,completed,100,,,self
R000610,E0169,EV_037,2025-03-05,,completed,100,,5,self
R000611,E0177,EV_037,2025-03-05,,no_show,0,,,manager
R000612,E0006,EV_038,2025-03-06,,no_show,0,,,self
R000613,E0118,EV_013,2025-03-06,,dropped,70,,3,manager
R000614,E0172,EV_038,2025-03-06,,completed,100,69,,self
R000615,E0176,EV_040,2025-03-06,,completed,100,,5,manager
R000616,E0197,EV_019,2025-03-06,,completed,100,,3,manager
R000617,E0133,EV_028,2025-03-07,,completed,100,,4,self
R000618,E0134,EV_036,2025-03-07,,no_show,0,,,manager
R000619,E0166,EV_004,2025-03-07,2025-03-23,completed,100,,,hr
R000620,E0187,EV_021,2025-03-07,,declined,0,,,manager
R000621,E0194,EV_009,2025-03-07,,completed,100,74,,self
R000622,E0095,EV_037,2025-03-10,,completed,100,,,self
R000623,E0097,EV_025,2025-03-10,,completed,100,95,5,self
R000624,E0113,EV_004,2025-03-10,2025-03-16,completed,100,,,hr
R000625,E0124,EV_004,2025-03-11,2025-03-19,completed,100,,3,hr
R000626,E0137,EV_004,2025-03-11,2025-03-19,completed,100,,5,hr
R000627,E0197,EV_018,2025-03-12,,dropped,70,,2,manager
R000628,E0015,EV_013,2025-03-13,,no_show,0,,,self
R000629,E0059,EV_040,2025-03-13,,no_show,0,,,self
R000630,E0185,EV_039,2025-03-13,,completed,100,,4,manager
R000631,E0006,EV_036,2025-03-14,,completed,100,,,self
R000632,E0132,EV_037,2025-03-14,,completed,100,,3,manager
R000633,E0153,EV_008,2025-03-14,,completed,100,,5,self
R000634,E0008,EV_040,2025-03-17,,no_show,0,,,hr
R000635,E0029,EV_001,2025-03-17,2025-04-16,completed,100,85,,hr
R000636,E0029,EV_002,2025-03-17,2025-04-16,completed,100,98,,hr
R000637,E0029,EV_003,2025-03-17,2025-04-16,completed,100,86,,hr
R000638,E0186,EV_009,2025-03-17,,completed,100,67,3,self
R000639,E0169,EV_036,2025-03-18,,no_show,0,,,manager
R000640,E0180,EV_037,2025-03-18,,completed,100,,5,manager
R000641,E0184,EV_005,2025-03-18,,completed,100,70,3,manager
R000642,E0011,EV_021,2025-03-19,,completed,100,,3,manager
R000643,E0196,EV_004,2025-03-20,2025-03-28,completed,100,,4,hr
R000644,E0199,EV_024,2025-03-20,,completed,100,96,5,self
R000645,E0027,EV_001,2025-03-21,2025-04-20,completed,100,73,,hr
R000646,E0027,EV_002,2025-03-21,2025-04-20,completed,100,93,,hr
R000647,E0027,EV_003,2025-03-21,2025-04-20,completed,100,97,,hr
R000648,E0073,EV_021,2025-03-21,,dropped,80,,,self
R000649,E0185,EV_037,2025-03-21,,completed,100,,4,hr
R000650,E0189,EV_009,2025-03-24,,completed,100,63,4,self
R000651,E0191,EV_036,2025-03-24,,completed,100,,,self
R000652,E0160,EV_008,2025-03-25,,completed,100,,,self
R000653,E0051,EV_036,2025-03-26,,no_show,0,,,manager
R000654,E0075,EV_016,2025-03-26,,completed,100,,5,manager
R000655,E0013,EV_006,2025-03-27,,completed,100,,4,manager
R000656,E0018,EV_039,2025-03-27,,completed,100,,4,self
R000657,E0035,EV_034,2025-03-27,,declined,0,,,manager
R000658,E0136,EV_011,2025-03-27,,no_show,0,,,self
R000659,E0013,EV_008,2025-03-28,,completed,100,,4,hr
R000660,E0138,EV_036,2025-03-28,,completed,100,,1,self
R000661,E0139,EV_001,2025-03-28,2025-04-27,completed,100,96,,hr
R000662,E0139,EV_002,2025-03-28,2025-04-27,completed,100,71,,hr
R000663,E0139,EV_003,2025-03-28,2025-04-27,completed,100,71,,hr
R000664,E0140,EV_010,2025-03-28,,completed,100,62,4,hr
R000665,E0164,EV_006,2025-03-28,,dropped,70,,3,manager
R000666,E0027,EV_004,2025-03-31,2025-04-17,completed,100,,,hr
R000667,E0045,EV_001,2025-03-31,2025-04-30,completed,100,73,,hr
R000668,E0045,EV_002,2025-03-31,2025-04-30,completed,100,99,,hr
R000669,E0045,EV_003,2025-03-31,2025-04-30,completed,100,99,,hr
R000670,E0051,EV_036,2025-03-31,,declined,0,,,hr
R000671,E0061,EV_009,2025-03-31,,declined,0,,,manager
R000672,E0082,EV_001,2025-03-31,2025-04-30,completed,100,83,,hr
R000673,E0082,EV_002,2025-03-31,2025-04-30,completed,100,77,,hr
R000674,E0082,EV_003,2025-03-31,2025-04-30,completed,100,78,,hr
R000675,E0137,EV_040,2025-03-31,,completed,100,,4,manager
R000676,E0163,EV_036,2025-04-01,,declined,0,,,manager
R000677,E0017,EV_026,2025-04-02,,completed,100,,4,manager
R000678,E0037,EV_016,2025-04-02,,completed,100,,5,self
R000679,E0052,EV_030,2025-04-02,,completed,100,,4,hr
R000680,E0169,EV_036,2025-04-02,,completed,100,,4,self
R000681,E0019,EV_001,2025-04-03,2025-05-03,completed,100,79,,hr
R000682,E0019,EV_002,2025-04-03,2025-05-03,completed,100,93,,hr
R000683,E0019,EV_003,2025-04-03,2025-05-03,completed,100,94,,hr
R000684,E0023,EV_039,2025-04-03,,completed,100,,5,manager
R000685,E0099,EV_008,2025-04-03,,dropped,85,,,hr
R000686,E0008,EV_040,2025-04-04,,completed,100,,,self
R000687,E0064,EV_006,2025-04-04,,completed,100,,5,self
R000688,E0158,EV_033,2025-04-04,,declined,0,,,manager
R000689,E0168,EV_040,2025-04-04,,no_show,0,,,hr
R000690,E0008,EV_005,2025-04-07,,no_show,0,,,manager
R000691,E0029,EV_004,2025-04-07,2025-04-12,completed,100,,,hr
R000692,E0079,EV_032,2025-04-07,,completed,100,,4,self
R000693,E0007,EV_010,2025-04-08,,completed,100,94,4,manager
R000694,E0019,EV_004,2025-04-08,2025-04-30,completed,100,,,hr
R000695,E0035,EV_034,2025-04-08,,completed,100,,3,self
R000696,E0080,EV_023,2025-04-08,,completed,100,,2,manager
R000697,E0095,EV_028,2025-04-08,,dropped,55,,,self
R000698,E0173,EV_037,2025-04-08,,completed,100,,,manager
R000699,E0181,EV_038,2025-04-08,,declined,0,,,manager
R000700,E0059,EV_037,2025-04-09,,completed,100,,4,self
R000701,E0140,EV_019,2025-04-09,,dropped,85,,,self
R000702,E0175,EV_025,2025-04-09,,completed,100,83,2,manager
R000703,E0050,EV_040,2025-04-11,,completed,100,,4,self
R000704,E0094,EV_034,2025-04-11,,completed,100,,4,self
R000705,E0131,EV_040,2025-04-11,,completed,100,,4,self
R000706,E0008,EV_005,2025-04-15,,declined,0,,,hr
R000707,E0037,EV_005,2025-04-15,,completed,100,65,4,manager
R000708,E0082,EV_004,2025-04-15,2025-04-26,completed,100,,,hr
R000709,E0097,EV_007,2025-04-15,,completed,100,,5,manager
R000710,E0139,EV_004,2025-04-15,2025-04-24,completed,100,,4,hr
R000711,E0075,EV_005,2025-04-16,,completed,100,95,5,self
R000712,E0123,EV_038,2025-04-16,,completed,100,80,5,self
R000713,E0166,EV_036,2025-04-16,,completed,100,,4,self
R000714,E0198,EV_036,2025-04-17,,completed,100,,,self
R000715,E0087,EV_001,2025-04-18,2025-05-18,completed,100,100,,hr
R000716,E0087,EV_002,2025-04-18,2025-05-18,completed,100,75,,hr
R000717,E0087,EV_003,2025-04-18,2025-05-18,completed,100,92,,hr
R000718,E0132,EV_022,2025-04-18,,no_show,0,,,hr
R000719,E0140,EV_005,2025-04-21,,dropped,70,,,self
R000720,E0150,EV_011,2025-04-21,,completed,100,,5,manager
R000721,E0045,EV_004,2025-04-22,2025-04-27,completed,100,,2,hr
R000722,E0047,EV_037,2025-04-22,,completed,100,,5,self
R000723,E0053,EV_019,2025-04-22,,dropped,75,,2,manager
R000724,E0192,EV_040,2025-04-22,,declined,0,,,manager
R000725,E0062,EV_008,2025-04-23,,completed,100,,,hr
R000726,E0164,EV_040,2025-04-23,,completed,100,,4,manager
R000727,E0052,EV_037,2025-04-24,,dropped,80,,3,self
R000728,E0122,EV_036,2025-04-24,,completed,100,,,self
R000729,E0128,EV_007,2025-04-24,,completed,100,,5,self
R000730,E0154,EV_036,2025-04-24,,no_show,0,,,self
R000731,E0195,EV_001,2025-04-24,2025-05-24,completed,100,90,,hr
R000732,E0195,EV_002,2025-04-24,2025-05-24,completed,100,74,,hr
R000733,E0195,EV_003,2025-04-24,2025-05-24,completed,100,89,,hr
R000734,E0050,EV_038,2025-04-25,,completed,100,67,,self
R000735,E0057,EV_038,2025-04-25,,no_show,0,,,manager
R000736,E0144,EV_008,2025-04-25,,completed,100,,5,manager
R000737,E0180,EV_039,2025-04-25,,completed,100,,5,hr
R000738,E0002,EV_019,2025-04-28,,dropped,40,,,manager
R000739,E0149,EV_039,2025-04-28,,completed,100,,3,hr
R000740,E0155,EV_007,2025-04-28,,dropped,25,,3,manager
R000741,E0170,EV_001,2025-04-28,2025-05-28,completed,100,91,,hr
R000742,E0170,EV_002,2025-04-28,2025-05-28,completed,100,82,,hr
R000743,E0170,EV_003,2025-04-28,2025-05-28,completed,100,74,,hr
R000744,E0195,EV_004,2025-04-28,2025-05-21,completed,100,,5,hr
R000745,E0005,EV_009,2025-04-29,,completed,100,82,3,self
R000746,E0014,EV_029,2025-04-29,,dropped,70,,,self
R000747,E0120,EV_005,2025-04-29,,completed,100,80,,manager
R000748,E0080,EV_024,2025-04-30,,dropped,30,,,self
R000749,E0123,EV_016,2025-04-30,,declined,0,,,manager
R000750,E0166,EV_034,2025-04-30,,completed,100,,,self
R000751,E0173,EV_031,2025-04-30,,no_show,0,,,hr
R000752,E0087,EV_004,2025-05-01,2025-05-15,completed,100,,,hr
R000753,E0176,EV_023,2025-05-01,,declined,0,,,manager
R000754,E0193,EV_022,2025-05-01,,completed,100,96,4,self
R000755,E0056,EV_036,2025-05-02,,completed,100,,5,manager
R000756,E0105,EV_034,2025-05-02,,completed,100,,5,self
R000757,E0149,EV_036,2025-05-02,,completed,100,,4,self
R000758,E0180,EV_008,2025-05-02,,completed,100,,5,manager
R000759,E0091,EV_019,2025-05-05,,completed,100,,5,manager
R000760,E0003,EV_037,2025-05-07,,completed,100,,,self
R000761,E0160,EV_035,2025-05-07,,completed,100,62,3,self
R000762,E0162,EV_036,2025-05-07,,no_show,0,,,self
R000763,E0199,EV_008,2025-05-08,,completed,100,,,hr
R000764,E0047,EV_010,2025-05-12,,completed,100,93,,manager
R000765,E0067,EV_036,2025-05-12,,completed,100,,5,self
R000766,E0046,EV_032,2025-05-13,,dropped,55,,,hr
R000767,E0081,EV_035,2025-05-13,,dropped,30,,3,manager
R000768,E0102,EV_013,2025-05-14,,no_show,0,,,self
R000769,E0112,EV_008,2025-05-14,,completed,100,,4,self
R000770,E0098,EV_009,2025-05-15,,dropped,85,,1,self
R000771,E0197,EV_008,2025-05-15,,completed,100,,4,self
R000772,E0021,EV_036,2025-05-16,,completed,100,,2,self
R000773,E0062,EV_039,2025-05-16,,completed,100,,4,manager
R000774,E0075,EV_036,2025-05-16,,no_show,0,,,self
R000775,E0111,EV_037,2025-05-16,,completed,100,,5,self
R000776,E0038,EV_026,2025-05-19,,completed,100,,3,self
R000777,E0087,EV_006,2025-05-19,,dropped,70,,3,self
R000778,E0111,EV_040,2025-05-19,,completed,100,,5,self
R000779,E0170,EV_004,2025-05-19,2025-05-24,completed,100,,,hr
R000780,E0008,EV_005,2025-05-21,,completed,100,79,4,manager
R000781,E0149,EV_032,2025-05-21,,completed,100,,5,self
R000782,E0192,EV_040,2025-05-21,,completed,100,,5,hr
R000783,E0075,EV_013,2025-05-22,,completed,100,96,3,manager
R000784,E0144,EV_035,2025-05-22,,completed,100,77,4,self
R000785,E0149,EV_036,2025-05-22,,completed,100,,,self
R000786,E0017,EV_038,2025-05-23,,completed,100,67,3,self
R000787,E0031,EV_001,2025-05-26,2025-06-25,completed,100,76,,hr
R000788,E0031,EV_002,2025-05-26,2025-06-25,completed,100,73,,hr
R000789,E0031,EV_003,2025-05-26,2025-06-25,completed,100,86,,hr
R000790,E0133,EV_034,2025-05-26,,dropped,45,,3,self
R000791,E0188,EV_001,2025-05-26,2025-06-25,completed,100,86,,hr
R000792,E0188,EV_002,2025-05-26,2025-06-25,completed,100,96,,hr
R000793,E0188,EV_003,2025-05-26,2025-06-25,completed,100,87,,hr
R000794,E0093,EV_034,2025-05-27,,completed,100,,,self
R000795,E0038,EV_027,2025-05-28,,completed,100,,4,manager
R000796,E0075,EV_009,2025-05-28,,completed,100,87,,manager
R000797,E0080,EV_038,2025-05-28,,no_show,0,,,self
R000798,E0163,EV_032,2025-05-28,,completed,100,,5,self
R000799,E0179,EV_037,2025-05-28,,completed,100,,3,manager
R000800,E0005,EV_037,2025-05-29,,completed,100,,4,self
R000801,E0008,EV_009,2025-05-29,,dropped,20,,,self
R000802,E0042,EV_036,2025-05-29,,completed,100,,3,manager
R000803,E0044,EV_016,2025-05-29,,completed,100,,,self
R000804,E0046,EV_034,2025-05-29,,dropped,25,,,self
